"Notes","Year","Year Code","Month","Month Code","ICD Chapter","ICD Chapter Code",Deaths,Population,Crude Rate
,"2016","2016","Oct., 2016","2016/10","Diseases of the respiratory system","J00-J98",20593,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Diseases of the digestive system","K00-K92",8832,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Diseases of the skin and subcutaneous tissue","L00-L98",427,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Diseases of the musculoskeletal system and connective tissue","M00-M99",1146,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Diseases of the genitourinary system","N00-N98",5964,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Pregnancy, childbirth and the puerperium","O00-O99",105,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Certain conditions originating in the perinatal period","P00-P96",953,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",855,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2967,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10","External causes of morbidity and mortality","V01-Y89",20327,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Certain infectious and parasitic diseases","A00-B99",5630,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Neoplasms","C00-D48",50568,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",862,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Endocrine, nutritional and metabolic diseases","E00-E88",10184,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Mental and behavioural disorders","F01-F99",11092,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the nervous system","G00-G98",17474,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the circulatory system","I00-I99",70016,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the respiratory system","J00-J98",20887,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the digestive system","K00-K92",8826,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the skin and subcutaneous tissue","L00-L98",419,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the musculoskeletal system and connective tissue","M00-M99",1106,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Diseases of the genitourinary system","N00-N98",5798,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Pregnancy, childbirth and the puerperium","O00-O99",96,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Certain conditions originating in the perinatal period","P00-P96",913,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",855,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2957,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11","External causes of morbidity and mortality","V01-Y89",19622,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Certain infectious and parasitic diseases","A00-B99",6420,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Neoplasms","C00-D48",52754,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",958,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Endocrine, nutritional and metabolic diseases","E00-E88",11344,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Mental and behavioural disorders","F01-F99",12599,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the nervous system","G00-G98",19586,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the circulatory system","I00-I99",77776,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the respiratory system","J00-J98",24714,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the digestive system","K00-K92",9429,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the skin and subcutaneous tissue","L00-L98",466,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the musculoskeletal system and connective tissue","M00-M99",1265,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Diseases of the genitourinary system","N00-N98",6242,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Pregnancy, childbirth and the puerperium","O00-O99",103,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Certain conditions originating in the perinatal period","P00-P96",911,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",845,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3465,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12","External causes of morbidity and mortality","V01-Y89",20319,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Certain infectious and parasitic diseases","A00-B99",6892,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Neoplasms","C00-D48",53471,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1009,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Endocrine, nutritional and metabolic diseases","E00-E88",12037,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Mental and behavioural disorders","F01-F99",13532,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the nervous system","G00-G98",20901,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the circulatory system","I00-I99",81377,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the respiratory system","J00-J98",29810,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the digestive system","K00-K92",9777,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the skin and subcutaneous tissue","L00-L98",409,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the musculoskeletal system and connective tissue","M00-M99",1212,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Diseases of the genitourinary system","N00-N98",6803,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Pregnancy, childbirth and the puerperium","O00-O99",95,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Certain conditions originating in the perinatal period","P00-P96",902,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",913,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2769,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01","External causes of morbidity and mortality","V01-Y89",20914,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Certain infectious and parasitic diseases","A00-B99",6013,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Neoplasms","C00-D48",47837,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",912,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Endocrine, nutritional and metabolic diseases","E00-E88",10704,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Mental and behavioural disorders","F01-F99",11709,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the nervous system","G00-G98",17907,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the circulatory system","I00-I99",72400,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the respiratory system","J00-J98",27100,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the digestive system","K00-K92",8661,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the skin and subcutaneous tissue","L00-L98",417,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the musculoskeletal system and connective tissue","M00-M99",1163,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Diseases of the genitourinary system","N00-N98",6048,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Pregnancy, childbirth and the puerperium","O00-O99",93,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Certain conditions originating in the perinatal period","P00-P96",832,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",758,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2595,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02","External causes of morbidity and mortality","V01-Y89",18659,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Certain infectious and parasitic diseases","A00-B99",6474,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Neoplasms","C00-D48",52144,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",985,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Endocrine, nutritional and metabolic diseases","E00-E88",11428,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Mental and behavioural disorders","F01-F99",12694,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the nervous system","G00-G98",19558,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the circulatory system","I00-I99",77362,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the respiratory system","J00-J98",28180,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the digestive system","K00-K92",9314,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the skin and subcutaneous tissue","L00-L98",423,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the musculoskeletal system and connective tissue","M00-M99",1285,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Diseases of the genitourinary system","N00-N98",6406,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Pregnancy, childbirth and the puerperium","O00-O99",93,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Certain conditions originating in the perinatal period","P00-P96",924,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",889,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2859,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03","External causes of morbidity and mortality","V01-Y89",20704,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Certain infectious and parasitic diseases","A00-B99",5872,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Neoplasms","C00-D48",50331,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",865,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Endocrine, nutritional and metabolic diseases","E00-E88",10257,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Mental and behavioural disorders","F01-F99",11215,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the nervous system","G00-G98",17564,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the circulatory system","I00-I99",70460,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the respiratory system","J00-J98",24190,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the digestive system","K00-K92",8712,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the skin and subcutaneous tissue","L00-L98",399,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the musculoskeletal system and connective tissue","M00-M99",1207,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Diseases of the genitourinary system","N00-N98",5889,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Pregnancy, childbirth and the puerperium","O00-O99",93,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Certain conditions originating in the perinatal period","P00-P96",1007,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",836,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2633,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04","External causes of morbidity and mortality","V01-Y89",20288,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Certain infectious and parasitic diseases","A00-B99",5535,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Neoplasms","C00-D48",51133,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",889,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Endocrine, nutritional and metabolic diseases","E00-E88",10208,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Mental and behavioural disorders","F01-F99",10659,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the nervous system","G00-G98",16921,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the circulatory system","I00-I99",70299,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the respiratory system","J00-J98",22290,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the digestive system","K00-K92",8858,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the skin and subcutaneous tissue","L00-L98",371,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the musculoskeletal system and connective tissue","M00-M99",1128,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Diseases of the genitourinary system","N00-N98",5904,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Pregnancy, childbirth and the puerperium","O00-O99",94,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Certain conditions originating in the perinatal period","P00-P96",958,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",811,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2566,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05","External causes of morbidity and mortality","V01-Y89",21032,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Certain infectious and parasitic diseases","A00-B99",5208,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Neoplasms","C00-D48",49703,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",824,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Endocrine, nutritional and metabolic diseases","E00-E88",9775,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Mental and behavioural disorders","F01-F99",9924,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the nervous system","G00-G98",16235,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the circulatory system","I00-I99",66182,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the respiratory system","J00-J98",20403,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the digestive system","K00-K92",8423,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the skin and subcutaneous tissue","L00-L98",404,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the musculoskeletal system and connective tissue","M00-M99",1069,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Diseases of the genitourinary system","N00-N98",5402,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Pregnancy, childbirth and the puerperium","O00-O99",99,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Certain conditions originating in the perinatal period","P00-P96",990,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",821,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2559,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06","External causes of morbidity and mortality","V01-Y89",20897,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Certain infectious and parasitic diseases","A00-B99",5236,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Neoplasms","C00-D48",51768,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",842,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Endocrine, nutritional and metabolic diseases","E00-E88",9893,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Mental and behavioural disorders","F01-F99",10178,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the nervous system","G00-G98",16335,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the circulatory system","I00-I99",66441,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the respiratory system","J00-J98",19623,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the digestive system","K00-K92",8682,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the skin and subcutaneous tissue","L00-L98",425,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the musculoskeletal system and connective tissue","M00-M99",1066,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Diseases of the genitourinary system","N00-N98",5333,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Pregnancy, childbirth and the puerperium","O00-O99",101,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Certain conditions originating in the perinatal period","P00-P96",905,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",757,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2496,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07","External causes of morbidity and mortality","V01-Y89",21779,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Certain infectious and parasitic diseases","A00-B99",5300,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Neoplasms","C00-D48",51676,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",854,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Endocrine, nutritional and metabolic diseases","E00-E88",9948,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Mental and behavioural disorders","F01-F99",10279,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the nervous system","G00-G98",16622,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the circulatory system","I00-I99",66583,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the respiratory system","J00-J98",19164,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the digestive system","K00-K92",8850,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the skin and subcutaneous tissue","L00-L98",480,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the musculoskeletal system and connective tissue","M00-M99",1029,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Diseases of the genitourinary system","N00-N98",5598,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Pregnancy, childbirth and the puerperium","O00-O99",113,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Certain conditions originating in the perinatal period","P00-P96",965,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",816,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2551,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08","External causes of morbidity and mortality","V01-Y89",21049,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Certain infectious and parasitic diseases","A00-B99",5322,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Neoplasms","C00-D48",50253,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",856,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Endocrine, nutritional and metabolic diseases","E00-E88",10041,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Mental and behavioural disorders","F01-F99",10256,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the nervous system","G00-G98",16922,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the circulatory system","I00-I99",66309,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the respiratory system","J00-J98",19386,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the digestive system","K00-K92",8527,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the skin and subcutaneous tissue","L00-L98",408,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the musculoskeletal system and connective tissue","M00-M99",1128,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Diseases of the genitourinary system","N00-N98",5618,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Pregnancy, childbirth and the puerperium","O00-O99",114,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Certain conditions originating in the perinatal period","P00-P96",930,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",813,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2734,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09","External causes of morbidity and mortality","V01-Y89",20637,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Certain infectious and parasitic diseases","A00-B99",5602,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Neoplasms","C00-D48",52444,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",919,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Endocrine, nutritional and metabolic diseases","E00-E88",10488,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Mental and behavioural disorders","F01-F99",10902,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the nervous system","G00-G98",18217,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the circulatory system","I00-I99",70164,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the respiratory system","J00-J98",20626,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the digestive system","K00-K92",9160,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the skin and subcutaneous tissue","L00-L98",394,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the musculoskeletal system and connective tissue","M00-M99",1127,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Diseases of the genitourinary system","N00-N98",5744,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Pregnancy, childbirth and the puerperium","O00-O99",106,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Certain conditions originating in the perinatal period","P00-P96",944,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",791,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2817,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10","External causes of morbidity and mortality","V01-Y89",20670,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Certain infectious and parasitic diseases","A00-B99",5547,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Neoplasms","C00-D48",50754,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",887,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Endocrine, nutritional and metabolic diseases","E00-E88",10820,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Mental and behavioural disorders","F01-F99",11524,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the nervous system","G00-G98",18259,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the circulatory system","I00-I99",70774,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the respiratory system","J00-J98",21163,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the digestive system","K00-K92",8953,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the skin and subcutaneous tissue","L00-L98",421,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the musculoskeletal system and connective tissue","M00-M99",1105,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Diseases of the genitourinary system","N00-N98",6009,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Pregnancy, childbirth and the puerperium","O00-O99",101,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Certain conditions originating in the perinatal period","P00-P96",856,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",829,Not Applicable,Not Applicable
